River.x;Hydropeaking_river_type;Hydrokeaking_residual_flow_natural_near_natural;reach;Abiotic_measured_by.x;Date_of_survey.x;Transect;Sampling_point;Time_of_survey;DIstance_Wasseranschlaglinie_m;velocity;Category_Flow_velocity_5_Bewohnbarkeits-klasse;wd_cm;Category_Water_depth;Clogging_6_Klassen;Clogging_3_Klassen;Substrate_type;Algae_cover_Bewuchsdichte_5_Kategorien_1-5;Moos_cover_Deckungsgrad_6_Kategorien_0-5;CPOM_cover_Deckungsgrad_5_Kategorien_1-5;RTK-GPS_Nr;MZB_kick-net_taken_by;Varia;join_key;Abiotic_measured_by.y;Gauging_station;Time_of_survey_before;Time_of_survey_during;Time_of_survey_after;pH_before;pH_during;pH_after;Conductivity_ys_s_before;Conductivity_ys_s_during;Conductivity_ys_s_after;Oxygen_content_mg_l_before;Oxygen_content_mg_l_during;Oxygen_content_mg_l_after;Oxygen_saturation_perc_before;Oxygen_saturation_perc_during;Oxygen_saturation_perc_after;Turbidity_FNU_before;Turbidity_FNU_during;Turbidity_FNU_after;Temperature_C_before;Temperature_C_during;Temperature_C_after;Discharge_m3_s_before;Discharge_m3_s_during;Discharge_m3_s_after;Water_gauge_MueM_before;Water_gauge_MueM_during;Water_gauge_MueM_after;Varia_before;Varia_during;Varia_after;x;y;z;Sampling_site;PORIFERA;CNIDARIA;BRYOZOA...7;PLATYHELMINTHES;PLATYHELMINTHES_Dendrocoelidae;PLATYHELMINTHES_Dugesiidae;PLATYHELMINTHES_Planariidae;"""NEMATHELMINTHES""...13";ANNELIDA;Hirudinea_Erpobdellidae;Hirudinea_Glossiphoniidae;Hirudinea_Hirudidae_(Tachet);Hirudinea_Piscicolidae;Oligochaeta...22;MOLLUSCA;Gastropoda;Gastropoda_Acroloxidae;Gastropoda_Ancylidae_(Tachet);Gastropoda_Bithyniidae;Gastropoda_Ferrissiidae_(Tachet);Gastropoda_Hydrobiidae;Gastropoda_Lymnaeidae;Gastropoda_Neritidae;Gastropoda_Physidae;Gastropoda_Planorbidae;Gastropoda_Valvatidae;Gastropoda_Viviparidae;Gastropoda_Potamopyrgus_antipodarum;Bivalvia...38;Bivalvia_Corbiculidae*;Bivalvia_Dreissenidae*;Bivalvia_Sphaeriidae;Bivalvia_Unionidae;ARTHROPODA;Arachnida_(Inf.-Cl.)_Acari;Arachnida_(Inf.-Cl.)_Acari_Hydracarina;Crustacea;Ostracoda;Copepoda;Amphipoda;Amphipoda_Corophiidae*;Amphipoda_Gammaridae;Amphipoda_Niphargidae;Isopoda;Isopoda_Asellidae;Isopoda_Janiridae*;Mysida;Mysida_Mysidae*;Decapoda;Decapoda_Astacidae;Decapoda_Cambaridae*;Insecta;Ephemeroptera;Ephemeroptera_Ameletidae;Ephemeroptera_Baetidae;Ephemeroptera_Caenidae;Ephemeroptera_Ephemerellidae;Ephemeroptera_Ephemeridae;Ephemeroptera_Heptageniidae;Ephemeroptera_Leptophlebiidae;Ephemeroptera_Oligoneuriidae;Ephemeroptera_Polymitarcyidae;Ephemeroptera_Potamanthidae;Ephemeroptera_Siphlonuridae;Odonata;Odonata_Aeshnidae;Odonata_Calopterygidae;Odonata_Coenagrionidae;Odonata_Cordulegastridae;Odonata_Corduliidae;Odonata_Gomphidae;Odonata_Lestidae;Odonata_Libellulidae;Odonata_Platycnemididae;Plecoptera;Plecoptera_Capniidae;Plecoptera_Chloroperlidae;Plecoptera_Leuctridae;Plecoptera_Nemouridae;Plecoptera_Perlidae;Plecoptera_Perlodidae;Plecoptera_Taeniopterygidae;Heteroptera;Heteroptera_Aphelocheiridae;Heteroptera_Corixidae;Heteroptera_Gerridae;Heteroptera_Hebridae;Heteroptera_Hydrometridae;Heteroptera_Mesoveliidae;Heteroptera_Naucoridae;Heteroptera_Nepidae;Heteroptera_Notonectidae;Heteroptera_Pleidae;Heteroptera_Veliidae;Heteroptera_PUPPE:_Heteroptera;Megaloptera;Megaloptera_Sialidae;Neuroptera;Neuroptera_Osmylidae;Neuroptera_Sisyridae;Coleoptera;Coleoptera_Curculionidae;Coleoptera_Chrysomelidae;Coleoptera_Dryopidae;Coleoptera_Dytiscidae;Coleoptera_Elmidae_(Larve);Coleoptera_Elmidae_(adult);Coleoptera_Elmis_sp.;Coleoptera_Elmis_sp._(adult);Coleoptera_Esolus_sp.;Coleoptera_Esolus_sp._(adult);Coleoptera_Limnius_sp._;Coleoptera_Limnius_sp.__(adult);Coleoptera_Oulimnius_sp.;Coleoptera_Riolus_sp.;Coleoptera_Gyrinidae;Coleoptera_Haliplidae;Coleoptera_Helophoridae_(Tachet);Coleoptera_Hydraenidae;Coleoptera_Hydrochidae_(Tachet);Coleoptera_Hydrophilidae;Coleoptera_Hydroscaphidae;Coleoptera_Hygrobiidae;Coleoptera_Noteridae;Coleoptera_Psephenidae;Coleoptera_Scirtidae;Coleoptera_Spercheidae_(Tachet);Trichoptera;Trichoptera_Apataniidae;Trichoptera_Beraeidae;Trichoptera_Brachycentridae;Trichoptera_Ecnomidae;Trichoptera_Glossosomatidae;Trichoptera_Goeridae;Trichoptera_Helicopsychidae;Trichoptera_Hydropsychidae;Trichoptera_Hydroptilidae;Trichoptera_Lepidostomatidae;Trichoptera_Leptoceridae;Trichoptera_Limnephilidae;Trichoptera_Molannidae;Trichoptera_Odontoceridae;Trichoptera_Philopotamidae;Trichoptera_Phryganeidae;Trichoptera_Polycentropodidae;Trichoptera_Psychomyiidae;Trichoptera_Ptilocolepidae;Trichoptera_Rhyacophilidae;Trichoptera_Sericostomatidae;Trichoptera_PUPPE:_Rhyacophilidae;Trichoptera_PUPPE:_Trichoptera;Lepidoptera;Diptera;Diptera_Anthomyiidae/Muscidae;Diptera_Athericidae;Diptera_Atherix_ibis;Diptera_Ibisia_marginata;Diptera_Blephariceridae;Diptera_Blephericera_sp.;Diptera_Hapalothrix_sp.;Diptera_Liponeura_sp.;Diptera_Ceratopogonidae;Diptera_Chaoboridae;Diptera_Chironomidae;Diptera_sF._Diamesinae;Diptera_sF._Orthocladiinae;Diptera_sF._Tanypodinae;Diptera_Tr._Tanytarsini;Diptera_Tr._Chironomini;Diptera_Pseudodiamesa_sp.;Diptera_Culicidae;Diptera_Cylindrotomidae;Diptera_Dixidae;Diptera_Dolichopodidae;Diptera_Empididae;Diptera_Ephydridae;Diptera_Limoniidae/Pediciidae;Diptera_Antocha_sp._;Diptera_Dicranota_sp.;Diptera_Eloeophila_sp.;Diptera_Hexatoma_sp._;Diptera_Molophilus_sp.;Diptera_Rhabdomastix_sp.;Diptera_Rhypholophus_sp.;Diptera_Psychodidae;Diptera_Ptychopteridae;Diptera_Rhagionidae;Diptera_Scathophagidae;Diptera_Sciomyzidae;Diptera_Simuliidae;Diptera_Stratiomyidae;Diptera_Syrphidae;Diptera_Tabanidae;Diptera_Thaumaleidae;Diptera_Tipulidae;Diptera_PUPPE:_Chironomidae/Diptera;Diptera_PUPPE:_Simuliidae
Landquart;;Residual flow;LR;Diego, Christa;11.04.2022;2;3;09:30:00;5.3;40;5;103;;none;none;250 mm > x > 25 mm;1;0;1;4;Diego;Mit Sand/Schluff & Kies;LR-2-3;Diego, Christa;Landquart-Klosters,Pardenn;09:00:00;09:55:00;11:05:00;8.42;8.42;8.53;347;345;339;11.78;11.22;11.22;;;;3.12;3.15;4.23;3.8;4.6;6.3;2.888;2.894;2.901;1328.13;1328.13;1328.13;;;;2779193.912;1198271.505;831.121;LR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;;46;;;;;;;;;;;;;;;;1;;;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;82;;;;;;1;;2;;;;;;;0;;;0;;;;;;8;5;3;;;;;;;;;;;5;;2;;3;;;;;;;;;1;;;;;;1;
Landquart;;Residual flow;LR;Diego, Christa;11.04.2022;3;1;10:35:00;0.55;42;5;27;;none;none;250 mm > x > 25 mm;3;0;1;9;Diego;;LR-3-1;Diego, Christa;Landquart-Klosters,Pardenn;09:00:00;09:55:00;11:05:00;8.42;8.42;8.53;347;345;339;11.78;11.22;11.22;;;;3.12;3.15;4.23;3.8;4.6;6.3;2.888;2.894;2.901;1328.13;1328.13;1328.13;;;;2779242.354;1198237.924;833.223;LR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;89;;;;;;;;;;;;;;;;1;;;78;11;;1;4;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26;;;;;;;;8;;1;;;;;0;;;0;;;;;;37;15;22;;;;;;;;;2;;6;;6;;;;;;;;;;;8;;;;;;1;
Landquart;;Residual flow;LR;Diego, Christa;11.04.2022;3;2;10:25:00;4.25;54;5;44;;none;none;> 250 mm;1;0;1;8;Diego;;LR-3-2;Diego, Christa;Landquart-Klosters,Pardenn;09:00:00;09:55:00;11:05:00;8.42;8.42;8.53;347;345;339;11.78;11.22;11.22;;;;3.12;3.15;4.23;3.8;4.6;6.3;2.888;2.894;2.901;1328.13;1328.13;1328.13;;;;2779244.929;1198240.804;833.06;LR;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31;;;;37;;;;;;;;;;;;;;;;;;;22;3;;1;3;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;1;;;;;;;0;;;0;;;;;;18;9;8;1;;;;;;;;1;;5;;5;;;;;;1;;;;;2;;;;;;3;
Landquart;;Residual flow;LR;Diego, Christa;11.04.2022;3;3;10:20:00;6.1;96;4;58;;none;none;> 250 mm;3;0;1;7;Diego;Schwierig zu beproben;LR-3-3;Diego, Christa;Landquart-Klosters,Pardenn;09:00:00;09:55:00;11:05:00;8.42;8.42;8.53;347;345;339;11.78;11.22;11.22;;;;3.12;3.15;4.23;3.8;4.6;6.3;2.888;2.894;2.901;1328.13;1328.13;1328.13;;;;2779245.431;1198242.753;832.812;LR;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32;;;;31;;;;;;;;;;;;;;;;;;;62;3;;;1;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;0;;;0;;;;;;38;13;25;;;;;;;;;;;1;;1;;;;;;;;;;;15;;;;;;3;
Landquart;;Residual flow;LR;Diego, Christa;11.04.2022;4;1;11:00:00;2.1;21;3;22;;none;none;250 mm > x > 25 mm;1;0;1;12;Olivier;Mit Kies;LR-4-1;Diego, Christa;Landquart-Klosters,Pardenn;09:00:00;09:55:00;11:05:00;8.42;8.42;8.53;347;345;339;11.78;11.22;11.22;;;;3.12;3.15;4.23;3.8;4.6;6.3;2.888;2.894;2.901;1328.13;1328.13;1328.13;;;;2779255.123;1198228.793;833.699;LR;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;20;;;;34;;;;;;;;;;;;;;;;;;;307;26;;;1;;;;;;;;;;;;;;;;;;;;;;;;1;0;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1177;;;;;;;;7;;;;;;;0;;;0;;;;;;8;2;3;;3;;;;;;;1;;24;;21;;3;;;;2;;;;;;;;;;;3;
Landquart;;Residual flow;LR;Diego, Christa;11.04.2022;4;2;10:50:00;3.4;70;5;33;;none;none;> 250 mm;3;0;1;11;Olivier;;LR-4-2;Diego, Christa;Landquart-Klosters,Pardenn;09:00:00;09:55:00;11:05:00;8.42;8.42;8.53;347;345;339;11.78;11.22;11.22;;;;3.12;3.15;4.23;3.8;4.6;6.3;2.888;2.894;2.901;1328.13;1328.13;1328.13;;;;2779257.195;1198229.449;833.609;LR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47;;;;63;;;;;;;;;;;;;;;;;;;52;2;1;;4;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;;;;;7;;;;;;;0;;;0;;;;;;9;6;3;;;;;;;;;;;0;;;;;;;;2;;;;;;;;;;;3;
Landquart;;Residual flow;LR;Diego, Christa;11.04.2022;4;3;10:45:00;7.1;120;4;60;;none;none;250 mm > x > 25 mm;3;0;1;10;Olivier;Schwierig zu beproben;LR-4-3;Diego, Christa;Landquart-Klosters,Pardenn;09:00:00;09:55:00;11:05:00;8.42;8.42;8.53;347;345;339;11.78;11.22;11.22;;;;3.12;3.15;4.23;3.8;4.6;6.3;2.888;2.894;2.901;1328.13;1328.13;1328.13;;;;2779257.728;1198232.786;833.432;LR;;;;1;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;24;;;;88;;;;;;;;;;;;;;;;;;1;90;3;;;2;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;4;;;;;;;0;;;0;;;;;;6;4;2;;;;;;;;;;;2;;2;;;;;;;;;;;10;;;;;;3;
Landquart;3b;Hydropeaking;L2;Diego, Christa;11.04.2022;1;1;13:15:00;1.3;5;3;24;;none;none;250 mm > x > 25 mm;1;0;1;3;Diego;;L2-1-1;Diego, Christa;Landquart-Felsenbach;12:45:00;13:50:00;15:20:00;8.33;8.39;8.43;239;240;256;11.46;11.13;11.29;;;;2.01;2.90;2.79;6;5.8;6.4;12;12;10;570.4;570.4;570.38;"Probenahmepunkt 1 nicht ganz Ufernah beprobt, weil ganze Beprobung bei einem leichten Schwall (kein Sunkabfluss). Alle 4 Transekte ""riffle-artig"".";;;2777147.747;1198394.052;793.509;L2;;;;;;;;2;;;;;;3;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;9;;;;22;;;;;;;;;;;;;;;;;;;171;;;5;;;;;;;;;;;;;;;;;;;;;;;;;1;0;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;87;;;;;;;;3;;;;;;;0;;;0;;;;;;10;9;1;;;;;;;;;1;;12;;12;;;;;;;;;;;3;1;;;;;2;
Landquart;3b;Hydropeaking;L2;Diego, Christa;11.04.2022;1;2;13:05:00;7.1;38;5;51;;none;none;250 mm > x > 25 mm;3;0;1;2;Diego;;L2-1-2;Diego, Christa;Landquart-Felsenbach;12:45:00;13:50:00;15:20:00;8.33;8.39;8.43;239;240;256;11.46;11.13;11.29;;;;2.01;2.90;2.79;6;5.8;6.4;12;12;10;570.4;570.4;570.38;"Probenahmepunkt 1 nicht ganz Ufernah beprobt, weil ganze Beprobung bei einem leichten Schwall (kein Sunkabfluss). Alle 4 Transekte ""riffle-artig"".";;;2777148.101;1198399.737;793.231;L2;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;52;;;;50;;;;;;;;;;;;;;;;;;;363;2;;5;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;305;;;;;;;;8;;;;;;;0;;;0;;;;;;162;115;46;;1;;;;;;;1;;2;;1;;1;;;;;;;;;4;;;;;;6;1
Landquart;3b;Hydropeaking;L2;Diego, Christa;11.04.2022;1;3;12:45:00;11.2;77;4;65;;none;none;250 mm > x > 25 mm;3;0;1;1;Diego;;L2-1-3;Diego, Christa;Landquart-Felsenbach;12:45:00;13:50:00;15:20:00;8.33;8.39;8.43;239;240;256;11.46;11.13;11.29;;;;2.01;2.90;2.79;6;5.8;6.4;12;12;10;570.4;570.4;570.38;"Probenahmepunkt 1 nicht ganz Ufernah beprobt, weil ganze Beprobung bei einem leichten Schwall (kein Sunkabfluss). Alle 4 Transekte ""riffle-artig"".";;;2777149.204;1198403.709;793.118;L2;;;;;;;;1;;;;;;2;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;108;;;;202;;;;;;;;;;;;;;;;;;;386;2;;3;3;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16;;;;;;;;6;;;;;;;0;;;0;;;;;;184;140;38;;6;;;;;;;2;;12;;9;;2;;1;;;;;;;11;;;;;;15;
Landquart;3b;Hydropeaking;L2;Diego, Christa;11.04.2022;2;1;13:45:00;1.6;2;1;30;;slight;slight-medium;250 mm > x > 25 mm;1;0;1;6;Diego;Mit Sand/Schluff & Kies;L2-2-1;Diego, Christa;Landquart-Felsenbach;12:45:00;13:50:00;15:20:00;8.33;8.39;8.43;239;240;256;11.46;11.13;11.29;;;;2.01;2.90;2.79;6;5.8;6.4;12;12;10;570.4;570.4;570.38;"Probenahmepunkt 1 nicht ganz Ufernah beprobt, weil ganze Beprobung bei einem leichten Schwall (kein Sunkabfluss). Alle 4 Transekte ""riffle-artig"".";;;2777156.023;1198393.293;793.551;L2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;1;;;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;893;;;;;;;;1;;;;;;;0;;;0;;;;;;1;1;;;;;;;;;;1;;6;;3;;3;;;;;;;;;;1;;;;;1;
Landquart;3b;Hydropeaking;L2;Diego, Christa;11.04.2022;2;2;13:40:00;5.1;30;5;71;;none;none;250 mm > x > 25 mm;3;0;1;5;Diego;;L2-2-2;Diego, Christa;Landquart-Felsenbach;12:45:00;13:50:00;15:20:00;8.33;8.39;8.43;239;240;256;11.46;11.13;11.29;;;;2.01;2.90;2.79;6;5.8;6.4;12;12;10;570.4;570.4;570.38;"Probenahmepunkt 1 nicht ganz Ufernah beprobt, weil ganze Beprobung bei einem leichten Schwall (kein Sunkabfluss). Alle 4 Transekte ""riffle-artig"".";;;2777154.81;1198396.691;793.156;L2;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;;;;18;;;;;;;;;;;;;;;;;;;96;;;2;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;;;;;;;;2;;;;;;;0;;;0;;;;;;82;66;16;;;;;;;;;;;3;;3;;;;;;;;;;;3;;;;;;10;1
Landquart;3b;Hydropeaking;L2;Diego, Christa;11.04.2022;2;3;13:30:00;7.7;50;5;72;;none;none;250 mm > x > 25 mm;3;0;1;4;Diego;;L2-2-3;Diego, Christa;Landquart-Felsenbach;12:45:00;13:50:00;15:20:00;8.33;8.39;8.43;239;240;256;11.46;11.13;11.29;;;;2.01;2.90;2.79;6;5.8;6.4;12;12;10;570.4;570.4;570.38;"Probenahmepunkt 1 nicht ganz Ufernah beprobt, weil ganze Beprobung bei einem leichten Schwall (kein Sunkabfluss). Alle 4 Transekte ""riffle-artig"".";;;2777154.859;1198399.161;793.028;L2;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;55;;;;19;;;;;;;;;;;;;;;;;;;180;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;115;;;;;;;;5;;;;;;;0;;;0;;;;;;193;145;48;;;;;;;;;4;;9;;6;;3;;;;;;;;;4;;;;;;14;
Landquart;3b;Hydropeaking;L2;Diego, Christa;11.04.2022;3;1;14:40:00;2.85;5;3;16;;none;none;> 250 mm;4;0;1;9;Olivier;;L2-3-1;Diego, Christa;Landquart-Felsenbach;12:45:00;13:50:00;15:20:00;8.33;8.39;8.43;239;240;256;11.46;11.13;11.29;;;;2.01;2.90;2.79;6;5.8;6.4;12;12;10;570.4;570.4;570.38;"Probenahmepunkt 1 nicht ganz Ufernah beprobt, weil ganze Beprobung bei einem leichten Schwall (kein Sunkabfluss). Alle 4 Transekte ""riffle-artig"".";;;2777279.658;1198345.041;796.061;L2;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;88;;;;12;;;;;;;;;;;;;;;;;;;159;2;;3;2;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27;;;;;;;;9;;;;;;;0;;;0;;;;;;179;137;42;;;;;;;;;3;;4;;3;;1;;;;;;;;;;;;;;;17;2
Landquart;3b;Hydropeaking;L2;Diego, Christa;11.04.2022;3;2;14:30:00;6.1;36;5;38;;none;none;250 mm > x > 25 mm;3;0;1;8;Olivier;;L2-3-2;Diego, Christa;Landquart-Felsenbach;12:45:00;13:50:00;15:20:00;8.33;8.39;8.43;239;240;256;11.46;11.13;11.29;;;;2.01;2.90;2.79;6;5.8;6.4;12;12;10;570.4;570.4;570.38;"Probenahmepunkt 1 nicht ganz Ufernah beprobt, weil ganze Beprobung bei einem leichten Schwall (kein Sunkabfluss). Alle 4 Transekte ""riffle-artig"".";;;2777281.145;1198348.68;795.86;L2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;75;;;;17;;;;;;;;;;;;;;;;;;;259;3;;3;2;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;;;;;;3;;;;;;;0;;;0;;;;;;226;216;10;;;;;;;;;1;;7;;5;;2;;;;1;;;;;3;;;;;;7;1
Landquart;3b;Hydropeaking;L2;Diego, Christa;11.04.2022;3;3;14:15:00;8.1;124;4;61;;none;none;> 250 mm;3;0;1;7;Olivier;Schwierig zu beproben;L2-3-3;Diego, Christa;Landquart-Felsenbach;12:45:00;13:50:00;15:20:00;8.33;8.39;8.43;239;240;256;11.46;11.13;11.29;;;;2.01;2.90;2.79;6;5.8;6.4;12;12;10;570.4;570.4;570.38;"Probenahmepunkt 1 nicht ganz Ufernah beprobt, weil ganze Beprobung bei einem leichten Schwall (kein Sunkabfluss). Alle 4 Transekte ""riffle-artig"".";;;2777282.005;1198352.954;795.618;L2;;;;2;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;194;;;;190;;;;;;;;;;;;;;;;;;;562;6;;3;6;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;12;;;;;;;0;;;0;;;;;;68;31;36;;1;;;;;;;3;;8;;6;;1;;1;;;;;;;23;;;;;;16;
Landquart;3b;Hydropeaking;L2;Diego, Christa;11.04.2022;4;1;15:10:00;1.95;5;3;20;;slight;slight-medium;250 mm > x > 25 mm;1;0;1;12;Olivier;;L2-4-1;Diego, Christa;Landquart-Felsenbach;12:45:00;13:50:00;15:20:00;8.33;8.39;8.43;239;240;256;11.46;11.13;11.29;;;;2.01;2.90;2.79;6;5.8;6.4;12;12;10;570.4;570.4;570.38;"Probenahmepunkt 1 nicht ganz Ufernah beprobt, weil ganze Beprobung bei einem leichten Schwall (kein Sunkabfluss). Alle 4 Transekte ""riffle-artig"".";;;2777292.361;1198338.701;796.325;L2;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;;28;;;;;;;;;;;;;;;;;;;150;3;;3;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;;;;;;;;1;;;;;;;0;;;0;;;;;;8;4;3;;1;;;;;;;;;12;;6;;6;;;;;;;;;;;;;;;2;
Landquart;3b;Hydropeaking;L2;Diego, Christa;11.04.2022;4;2;15:00:00;5.65;49;5;55;;none;none;> 250 mm;3;0;1;11;Olivier;;L2-4-2;Diego, Christa;Landquart-Felsenbach;12:45:00;13:50:00;15:20:00;8.33;8.39;8.43;239;240;256;11.46;11.13;11.29;;;;2.01;2.90;2.79;6;5.8;6.4;12;12;10;570.4;570.4;570.38;"Probenahmepunkt 1 nicht ganz Ufernah beprobt, weil ganze Beprobung bei einem leichten Schwall (kein Sunkabfluss). Alle 4 Transekte ""riffle-artig"".";;;2777292.592;1198342.706;796.019;L2;;;;;;;;2;;;;;;6;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;69;;;;30;;;;;;;;;;;;;;;;;;;319;1;;5;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;330;;;;;;;;18;;;;;;;0;;;0;;;;;;185;137;47;;1;;;;;;;3;;6;1;4;;1;;;;1;;;;;;;;;;;21;1
Landquart;3b;Hydropeaking;L2;Diego, Christa;11.04.2022;4;3;14:50:00;9.9;55;5;56;;none;none;> 250 mm;3;0;1;10;Olivier;Allogamus Nest in Strömungsschutz?;L2-4-3;Diego, Christa;Landquart-Felsenbach;12:45:00;13:50:00;15:20:00;8.33;8.39;8.43;239;240;256;11.46;11.13;11.29;;;;2.01;2.90;2.79;6;5.8;6.4;12;12;10;570.4;570.4;570.38;"Probenahmepunkt 1 nicht ganz Ufernah beprobt, weil ganze Beprobung bei einem leichten Schwall (kein Sunkabfluss). Alle 4 Transekte ""riffle-artig"".";;;2777294.528;1198346.603;795.932;L2;;;;3;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;190;;;;80;;;;;;;;;;;;;;;;;;;368;2;1;;5;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;583;;;;;;;;10;;;;;;;0;;;0;;;;;;102;57;45;;;;;;;;;1;;9;;8;;1;;;;;;;;;10;;;;;;21;3
Plessur;;Residual flow;PR;Diego, Christa;29.04.2022;1;1;10:45:00;0.45;17;3;12;;slight-medium;slight-medium;250 mm > x > 25 mm;1;0;1;3;Diego;Mit Kies;PR-1-1;Diego, Christa;Plessur-Arosa,Langwies;10:20:00;11:30:00;12:40:00;8.57;8.53;8.45;316;312;318;10.55;10.26;9.96;;;;0.92;1.66;1.10;4.6;6.4;7.2;4.822;4.273;4.282;1234.06;1234.03;1234.03;Alle Transekte Riffle-Pool Sequenzen.;;;2773062.092;1185658.309;1398.551;PR;;;;6;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;17;;;;67;;;;;;;;;;;;;;;;;;7;363;12;;8;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;94;;;;;;;;;;;;;;;8;8;;0;;;;;;93;;9;;84;;;;;;;6;;22;;21;;;;1;;14;;;;;;1;;;;;1;
