"q_during","yhat","predictors","model","index"
2.3,738.762726653946,"q_during","sampling w/ coordinates","abundance"
7.43076923076923,738.93002547956,"q_during","sampling w/ coordinates","abundance"
12.5615384615385,738.974800893658,"q_during","sampling w/ coordinates","abundance"
17.6923076923077,811.535267451295,"q_during","sampling w/ coordinates","abundance"
22.8230769230769,811.535267451295,"q_during","sampling w/ coordinates","abundance"
27.9538461538462,811.535267451295,"q_during","sampling w/ coordinates","abundance"
33.0846153846154,811.535267451295,"q_during","sampling w/ coordinates","abundance"
38.2153846153846,811.535267451295,"q_during","sampling w/ coordinates","abundance"
43.3461538461538,811.535267451295,"q_during","sampling w/ coordinates","abundance"
48.4769230769231,811.535267451295,"q_during","sampling w/ coordinates","abundance"
53.6076923076923,811.535267451295,"q_during","sampling w/ coordinates","abundance"
58.7384615384615,811.535267451295,"q_during","sampling w/ coordinates","abundance"
63.8692307692308,811.535267451295,"q_during","sampling w/ coordinates","abundance"
69,811.535267451295,"q_during","sampling w/ coordinates","abundance"
