"ox_during","yhat","predictors","model","index"
8.73,0.194395542933678,"ox_during","sampling w/ coordinates","rel_abundance"
9.00941176470588,0.194395542933678,"ox_during","sampling w/ coordinates","rel_abundance"
9.28882352941176,0.194395542933678,"ox_during","sampling w/ coordinates","rel_abundance"
9.56823529411765,0.194395542933678,"ox_during","sampling w/ coordinates","rel_abundance"
9.84764705882353,0.194395542933678,"ox_during","sampling w/ coordinates","rel_abundance"
10.1270588235294,0.194395542933678,"ox_during","sampling w/ coordinates","rel_abundance"
10.4064705882353,0.194395542933678,"ox_during","sampling w/ coordinates","rel_abundance"
10.6858823529412,0.194395542933678,"ox_during","sampling w/ coordinates","rel_abundance"
10.9652941176471,0.194192394217815,"ox_during","sampling w/ coordinates","rel_abundance"
11.2447058823529,0.194192394217815,"ox_during","sampling w/ coordinates","rel_abundance"
11.5241176470588,0.194192394217815,"ox_during","sampling w/ coordinates","rel_abundance"
11.8035294117647,0.194192394217815,"ox_during","sampling w/ coordinates","rel_abundance"
12.0829411764706,0.194192394217815,"ox_during","sampling w/ coordinates","rel_abundance"
12.3623529411765,0.19364151562466,"ox_during","sampling w/ coordinates","rel_abundance"
12.6417647058824,0.19216895708053,"ox_during","sampling w/ coordinates","rel_abundance"
12.9211764705882,0.19216895708053,"ox_during","sampling w/ coordinates","rel_abundance"
13.2005882352941,0.19196292996572,"ox_during","sampling w/ coordinates","rel_abundance"
13.48,0.19196292996572,"ox_during","sampling w/ coordinates","rel_abundance"
