"ox_during","yhat","predictors","model","index"
8.73,0.192218325985118,"ox_during","all predictors w/ coordinates","rel_abundance"
9.00941176470588,0.192218325985118,"ox_during","all predictors w/ coordinates","rel_abundance"
9.28882352941176,0.192218325985118,"ox_during","all predictors w/ coordinates","rel_abundance"
9.56823529411765,0.192218325985118,"ox_during","all predictors w/ coordinates","rel_abundance"
9.84764705882353,0.191838476403879,"ox_during","all predictors w/ coordinates","rel_abundance"
10.1270588235294,0.191699455476466,"ox_during","all predictors w/ coordinates","rel_abundance"
10.4064705882353,0.191647971108095,"ox_during","all predictors w/ coordinates","rel_abundance"
10.6858823529412,0.192730228498914,"ox_during","all predictors w/ coordinates","rel_abundance"
10.9652941176471,0.193254237256024,"ox_during","all predictors w/ coordinates","rel_abundance"
11.2447058823529,0.192798552049515,"ox_during","all predictors w/ coordinates","rel_abundance"
11.5241176470588,0.192379261310124,"ox_during","all predictors w/ coordinates","rel_abundance"
11.8035294117647,0.19232672881825,"ox_during","all predictors w/ coordinates","rel_abundance"
12.0829411764706,0.193095539468459,"ox_during","all predictors w/ coordinates","rel_abundance"
12.3623529411765,0.194129300775727,"ox_during","all predictors w/ coordinates","rel_abundance"
12.6417647058824,0.194150045977952,"ox_during","all predictors w/ coordinates","rel_abundance"
12.9211764705882,0.195492278950615,"ox_during","all predictors w/ coordinates","rel_abundance"
13.2005882352941,0.200736217497008,"ox_during","all predictors w/ coordinates","rel_abundance"
13.48,0.203675935764813,"ox_during","all predictors w/ coordinates","rel_abundance"
